ID_agence,nom_agence,Addresse,Telephone
eb72035e-729c-4aab-860f-19dff09d9024,MOHAMED V,"OULAD SAID - Lotissement El Kheir, Lot n° 36 – Oulad Said Centre – Route secondaire n°105 – Province de Settat",+212553986978
94199cd3-55dd-4cc3-83bd-da9f7b199571,OULAD TEIMA,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212548854136
a081b512-09cd-4716-8c02-2193a34ec840,SIDI OUASSEL,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212544983111
05251946-7aab-441c-9080-b871904914cc,HAD OULAD FREJ,LIBERTE - AVENUE DE LA LIBERTE,+212516723612
320c95b9-510c-46cd-8f76-03a7f3ec8283,LALLA ZAHRA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212515392232
c366e3c6-ec01-4a22-82f0-7c74e4d9077e,BEN AHMED,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212563778966
2ca3f477-8a21-49aa-8405-0a421c701fc6,L.HNIA HAMRIA,ZAGORA - AVENUE MOHAMMED V,+212518911176
bfbc661f-511b-4463-9c14-d61cbc43d03a,NASSIM,IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212503031603
a78c3f48-ca72-4c65-9790-f2399570f3b4,IBN BATTOUTA,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212522759592
f3b0dbba-412f-4864-a1c6-e839549b9a1f,HAD SOUALEM,DEROUA - Lot N°2 bis lotissement Khadija,+212544510901
2a5f8c13-a480-49a7-9cf0-16daa8d7525f,EL BROUJ,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212529476615
f7523176-72f3-41bf-afe4-6bc611330ee6,NASSIM,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212535565593
77aebfc0-e60a-4523-be8f-526e7e4e7b67,HAD OULAD FREJ,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212587349861
adca1a6c-5c09-4dab-947f-632805f13209,OULAD SAID,MOKHTAR SOUSSI (MRE) - AVENUE PRINCE HERITIER SIDI MED BP:44,+212587427048
4fc09d6f-657d-4413-9ccc-aca0bd5acbe2,EL BROUJ,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212597509718
1c760aea-23fe-40b2-88f3-ad1d9e8c708f,SAADA,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212581942807
1e3c179b-9621-4285-8ff8-9c588f744943,OULAD SAID,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212527224616
765ba97f-9035-4b7d-9e28-27c92d755054,TAZNAKHT,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212584004719
3c6e3a1b-88be-406d-845f-8380921ecd51,HASSAN 1er,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212532492580
a23a70fe-56cc-4c53-8817-6b3e201c4d0a,SIDI RAHAL PLAGE,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212562608499
7023f88f-2b14-4623-ae25-a33ff4fba169,JEMAA SHAIM,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212595819591
3f7ab1b0-37f3-4f0a-97de-8fe7a6cb32ea,HAD SOUALEM,MOKHTAR SOUSSI (MRE) - AVENUE PRINCE HERITIER SIDI MED BP:44,+212574583216
a7b93a09-1fb3-4f33-8f70-b9f5416c3719,AZEMMOUR,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212571235742
df7cf803-72c6-4f4f-bb29-28b4f9b48116,L.HNIA HAMRIA,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212592161718
97278397-ef38-43c6-88ab-dcc1f7b0bc34,BIR JDID,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212528732831
b8cb64d6-b352-4a38-a307-022079300fa3,OULAD TEIMA,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212575574782
97075ec8-714c-4890-8171-4985763627fc,ESSAFAA,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212524094856
8775d654-0904-4efe-8195-2336596ec0ab,JEMAA SHAIM,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212550573088
42802cbc-25e9-4af6-9659-a65775df716d,HASSAN 1er,L.HNIA HAMRIA - BD DRISS BEN NACER,+212543736393
59503397-938c-4e05-b315-7dae3050f586,TATA,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212543868880
6eb37337-d806-42af-aec7-0d0f4c31aa55,KHEMIS ZEMAMRA,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212598315880
a2731bce-fbc5-4a80-8971-b31c7e9832a2,LIGUE ARABE,TAZNAKHT - CENTRE DE TAZNAKHT,+212512126251
e728b9fa-d822-49b0-bfb0-53a6731083c9,MOHAMED V,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212570842011
7b01cbb7-556f-4ac4-b30a-1f9aaadd7989,NASSIM,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212558447390
cc5d2f94-e121-4ec1-8674-e286d25dbd1e,HAD OULAD FREJ,MOKHTAR SOUSSI (MRE) - AVENUE PRINCE HERITIER SIDI MED BP:44,+212552505344
4ce66453-8b97-4e88-b525-84a7f01e94c0,R’BAT,TATA - BD MOHAMMED V,+212589881857
49f60695-4622-481c-93b4-6b21f20756ee,HAD SOUALEM,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212590811323
89112c9f-ebb7-4ed6-87b0-2705ef7c22e5,SAADA,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212544786654
dd40e5c6-9333-4558-ac78-d26f7de1341c,MEDINA,R’BAT - PLACE DE L’INDEPENDANCE,+212535145045
c13e9f66-c679-4d55-9c2c-5240a05027e3,KHEMIS ZEMAMRA,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212560803719
17c2f51c-52c9-450c-9d7b-e9c2b1e9230f,TINGHIR,DEROUA - Lot N°2 bis lotissement Khadija,+212537112920
c7d29b9c-155a-49ae-8c4d-5ba4404b62d0,HAD SOUALEM,TATA - BD MOHAMMED V,+212545121015
26294ee1-2d76-4ba1-ae82-b691547f12ea,BERRECHID,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212580456786
58a3c2ff-ed93-421f-a8a3-47153d8ba106,BOUCHRIT,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212516980073
17e2cbda-e0fa-47a0-ae30-b74a49444c51,IBN KHALDOUNE,L.HNIA HAMRIA - BD DRISS BEN NACER,+212536376621
19298999-64d8-49ea-b8f9-cba09696cf6a,BOUCHRIT,R’BAT - PLACE DE L’INDEPENDANCE,+212522144878
29be19fc-80f2-4aa8-87c8-dbfef3ec3f44,OULAD TEIMA,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212502620025
c76693a8-453a-47c3-8aaf-d47b47e04434,NASSIM,DEROUA - Lot N°2 bis lotissement Khadija,+212589765272
4a8f2bd0-72e4-4074-912e-4c52603b552a,SAADA,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212583631302
08cdfbb2-021f-4fad-8691-e87e65bf1b0a,HAD OULAD FREJ,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212559239012
736ee48b-831d-4188-8a45-64892f4b4737,KHEMIS ZEMAMRA,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212580028754
a62ec2e8-e5ed-4bce-a3ee-8107a4838aa6,HASSAN 1er,MOKHTAR SOUSSI (MRE) - AVENUE PRINCE HERITIER SIDI MED BP:44,+212589632731
ce66ad7f-7a0e-4ed7-b573-d5f982ea74bb,BIR JDID,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212553877632
36451448-c714-4995-a143-73f7604a5ad0,HASSAN II,"JAWHARA - 7, Dachra imm. 3 route de Marrakech Provinced’El Jadida",+212500431363
5449921b-6cf4-4875-9cde-6e726f9da17a,TISSIR,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212560138109
d3294522-2aec-4fb3-99b2-034bc76d7547,SAADA,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212596230172
015eeb4b-ce0f-4e05-9475-05f235eb0752,TATA,OULAD TEIMA - OULAD TEIMA CENTRE,+212531221782
a7e50bdf-49f3-4171-99d6-278eca1ff0a0,M HAITA,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212564702975
b38b8d6b-cc6b-43dd-9f0d-33e1429657c4,OUALIDIA,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212535198167
9d8dc9cf-f398-4d71-a154-2beca9f43ac1,IBN KHALDOUNE,R’BAT - PLACE DE L’INDEPENDANCE,+212540051803
88548ecf-7462-4369-91ea-a4048113cd88,SEBT GZOULA,BERRECHID - 34.AVENUE MOHAMMED V,+212574747009
35766ec7-c017-4122-ac6f-6b9e907d2687,JEMAA SHAIM,M HAITA (MRE) - ROUTE DE MARRAKECH,+212518058817
704a5822-6788-4738-8984-22f9d87fff31,TAZNAKHT,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212547128686
05bdf5b8-d747-46d5-abdf-0bb482aca9be,L.HNIA HAMRIA,HAD OULAD FREJ - ROUTE SECONDAIRE N° 105 24300 H.OULED FREJ,+212598617121
7a1d96b2-6e2f-454e-9b05-152a49a7d66f,MOKHTAR SOUSSI (MRE),IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212584254609
d4ccd019-d017-419f-acf9-7d98d82b66a3,SIDI RAHAL PLAGE,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212513854724
733bb3f0-1607-4c42-815c-285a39d7e9ec,KHEMIS ZEMAMRA,LIBERTE - AVENUE DE LA LIBERTE,+212597380578
7b69dd9b-aeed-488c-a25f-740d3c862606,MOULAY DRISS 1er,DEROUA - Lot N°2 bis lotissement Khadija,+212563020981
851d1159-758e-4b78-9fcd-ba00d9f2e5e2,TISSIR,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212504559539
19517768-75dc-41be-944a-0adb8ad91992,SIDI OUASSEL,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212535393357
cf3556ec-7106-404a-9e5e-6b5fcf1fd62d,EL BROUJ,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212519005356
4275f935-bc50-42bb-90e4-358a0b61ca4f,ZAOUIA,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212592389792
51eee540-7003-4e1b-8306-e04e4566a0e5,TISSIR,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212582521466
ace3c729-2e63-4345-8552-1f8158e83670,JAWHARA,OULED ABBOU - Bd. Hassan II N° 12 Ouled Abbou,+212534225844
a16ef28e-6fdb-4c3b-8ddd-151c7ff4e54a,BIR JDID,EL BROUJ - BOULEVARD MOHAMMED V,+212563991370
379ee8d2-83ca-4cb3-b7f5-d6e72caa1cca,NASSIM,IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212524237673
f24dd8f3-7609-483c-85b5-6024192262b6,SEBT GZOULA,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212591114705
0cc862b0-5e69-4df8-b0b8-916873477f70,LIGUE ARABE,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212509386829
7ca58c3a-15ce-49a6-a94b-9f7fb1341a07,M HAITA,OULAD TEIMA - OULAD TEIMA CENTRE,+212566107174
